Longitude,Latitude,Ontario_Geospatial_ID,MOH_ID,Service_Type,Service_Detail,Name_Health_Provider,Address,Unit/Floor,Address_Type,Community/Muncipality,Postal_Code
-79.38284488,43.66168679,137284723,9000000146,AIDS Bureau,"CBAESP, AT Site, HIV POC Testing",Women's Health in Women's Hands,2 Carlton Street,Suite 500,Practice Location,Toronto,M5B1J3
-79.45452634,44.05981705,137284724,9000000147,AIDS Bureau,"AT site, HIV POC Testing","York Region Public Health Services
Sexual Health Clinic",22 Prospect Street,0,Practice Location,Newmarket,L3Y3S9
-79.38430699,43.66145369,137284725,9000000026,Community Health Centre,Site,Centre Francophone de Toronto,22 College Street,Main Floor,0,Toronto,M5G1K2
-91.65875198,49.41595472,137284726,9000000073,Community Health Centre,Site,Mary Berglund Community Health Centre,1100 Main Street,Postal Office Box 450,0,Ignace,P0T1T0
-79.50227502,43.59946257,137284727,9000000030,Community Health Centre,Site,Lakeshore Area Multi-Services Project Inc.,5th Street,Unit 185,0,Toronto,M8V2Z5
-77.6946246,45.48200648,137284728,9000000062,Community Health Centre,Site,St. Francis Memorial Hospital - Rainbow Valley Community Health Centre,7 Saint Francis Memorial Drive,0,0,Barry's Bay,K0J1B0
-79.23185768,42.99376778,137284729,9000000015,Community Health Centre,Site,Centre de santé communautaire Hamilton-Wentworth-Niagara Inc,810 Rue East Main,0,0,Welland,L3B3Y4
-75.70990934,45.40903825,137284730,9000000060,Community Health Centre,Site,Somerset West Community Health Centre,55 Eccles Street,0,0,Ottawa,K1R6S3
-80.34420357,43.3970153,137284731,9000000012,Community Health Centre,Site,Langs Farm Village Association,1145 Concession Road,0,0,Cambridge,N3H4L5
-79.36981238,43.65422059,137284732,9000000024,Community Health Centre,Site,Anishnawbe Health Toronto,225 Queen Street East,0,0,Toronto,M5A1S4
-81.33909203,48.47552137,137284733,9000000072,Community Health Centre,Site,Misiway Milopemahtesewin Community Health Centre,130 Wilson Avenue,0,0,Timmins,P4N2S9
-75.78800866,45.36643454,137284734,9000000057,Community Health Centre,Site,Pinecrest-Queensway Community Health Centre,1365 Richmond Road,Second Floor,0,Ottawa,K2B6R7
-78.74702424,44.34395974,137284735,9000000042,Community Health Centre,Site,Community Care City of Kawartha Lakes,108 Angeline Street South,0,0,Kawartha Lakes,K9V3L5
-81.22972781,42.98904998,137284736,9000000006,Community Health Centre,Site,London InterCommunity Health Centre,659 Dundas Street East,0,0,London,N5W2Z1
-80.99830178,46.49377068,137284737,9000000069,Community Health Centre,Site,Centre de santé communautaire du Grand Sudbury,19 Frood Road,0,0,Greater Sudbury,P3C4Y9
-79.45483781,43.67068669,137284738,9000000027,Community Health Centre,Site,Davenport-Perth Neighbourhood and Community Health Centre,1900 Davenport Road,0,0,Toronto,M6N1B7
-81.60565129,42.60480459,137284739,9000000008,Community Health Centre,Site,West Elgin Community Health Centre,153 Main Street,Postal Office Box 761,0,West Lorne,N0L2P0
-79.38284488,43.66168679,137284740,9000000038,Community Health Centre,Site,Women's Health in Women's Hands,2 Carlton Street,Suite 500,0,Toronto,M5B1J3
-80.55092355,43.54417841,137284741,9000000013,Community Health Centre,Site,Woolwich Community Health Centre,10 Parkside Drive,Postal Office Box 370,0,St. Jacobs,N0B2N0
-79.39737039,43.66961219,137284742,9000000032,Community Health Centre,Site,Planned Parenthood Toronto,36 Prince Arthur Avenue,Unit B,0,Toronto,M5R1A9
-79.36558888,43.65938489,137284743,9000000033,Community Health Centre,Site,Regent Park Community Health Centre,465 Dundas Street East,0,0,Toronto,M5A2B2
-79.57171735,43.71933709,137284744,9000000021,Community Health Centre,Site,Rexdale Community Health Centre,8 Taber Road,0,0,Toronto,M9W3A4
-75.68360233,45.42938946,137284745,9000000058,Community Health Centre,Site,Sandy Hill Community Health Centre,221 Nelson Street,0,0,Ottawa,K1N1C7
-79.48902282,43.63805828,137284746,9000000035,Community Health Centre,Site,Stonegate Community Health Centre,150 Berry Road,0,0,Toronto,M8Y1W3
-75.84199934,44.91435266,137284747,9000000051,Community Health Centre,Site,Rideau Community Health Services,354 Read Street,Postal Office Box 550,0,Merrickville,K0G1N0
-79.8616688,43.2699443,137284748,9000000019,Community Health Centre,Site,Compass Community Health Centre,438 Hughson Street North,0,0,Hamilton,L8L4N5
-76.4920591,44.26243372,137284749,9000000050,Community Health Centre,Site,Kingston Community Health Centres,263 Weller Avenue,0,0,Kingston,K7K2V4
-82.00250066,43.09633566,137284750,9000000003,Community Health Centre,Site,North Lambton Community Health Centre,59 King Street West,Unit 3,0,Lambton Shores,N0N1J0
-89.23746416,48.39122016,137284751,9000000074,Community Health Centre,Site,NorWest Community Health Centre,525 Simpson Street,0,0,Thunder Bay,P7C3J6
-77.31559909,44.47495192,137284752,9000000049,Community Health Centre,Site,Gateway Community Health Centre,41 McCellan Street,Postal Office Bag 99,0,Tweed,K0K3J0
-81.7502855,43.30994901,137284753,9000000002,Community Health Centre,Site,Grand Bend Area Community Health Centre,69 Main Street East,0,0,Lambton Shores,N0M2T0
-79.8649483,43.25759679,137284754,9000000017,Community Health Centre,Site,Hamilton Urban Core Community Health Centre,71 Rebecca Street,0,0,Hamilton,L8R1B6
-80.49752372,43.4505589,137284755,9000000011,Community Health Centre,Site,Kitchener Downtown Community Health Centre,44 Francis Street South,0,0,Kitchener,N2G2A2
-79.51168893,43.72178469,137284756,9000000039,Community Health Centre,Site,Black Creek Community Health Centre,2202 Jane Street,Suite 5,0,Toronto,M3M1A4
-75.73342345,45.38332675,137284757,9000000052,Community Health Centre,Site,Carlington Community and Health Services,900 Merivale Road,0,0,Ottawa,K1Z5Z8
-75.69776014,45.41547135,137284758,9000000054,Community Health Centre,Site,Centretown Community Health Centre,420 Cooper Street,0,0,Ottawa,K2P2N6
-76.19484884,44.69459981,137284759,9000000048,Community Health Centre,Site,Country Roads Community Health Centre,4319 Cove Road,Postal Office Box 58,0,Portland,K0G1V0
-74.73159929,45.02919983,137284760,9000000053,Community Health Centre,Site,Centre de santé communautaire de l'Estrie,841 Rue Sydney,0,0,Cornwall,K6H3J7
-79.67051436,47.50822641,137284761,9000000071,Community Health Centre,Site,Centre de santé communautaire du Témiskaming,20 May Street South,0,0,Temiskaming Shores,P0J1P0
-79.4447894,43.63883528,137284762,9000000028,Community Health Centre,Site,East End Health Community Health Centre,1619 Queen Street,0,0,Toronto,M4L1G4
-79.33261657,43.70983,137284763,9000000029,Community Health Centre,Site,Flemingdon Health Centre,10 Gateway Boulevard,0,0,Toronto,M3C3A1
-79.45842661,43.65535868,137284764,9000000036,Community Health Centre,Site,The Four Villages Community Health Centre,1700 Bloor Street West,0,0,Toronto,M6P4C3
-79.40339679,43.65746309,137284765,9000000023,Community Health Centre,Site,Access Alliance Multicultural Health and Community Services,340 College Street,Suite 500,0,Toronto,M5T3A9
-79.66569474,44.34700959,137284766,9000000063,Community Health Centre,Site,Barrie Community Health Centre,490 Huronia Road,0,0,Barrie,L4N4C3
-79.33912207,43.66103229,137284767,9000000034,Community Health Centre,Site,South Riverdale Community Health Centre,955 Queen Street East,0,0,Toronto,M4M3P3
-79.22405904,43.76095691,137284768,9000000045,Community Health Centre,Site,Scarborough Centre for Healthy Communities,629 Markham Road,Unit 2,0,Toronto,M1H2A4
-75.67505383,45.38799185,137284769,9000000061,Community Health Centre,Site,South-East Ottawa Community Health Centre,1355 Bank Street,Suite 600,0,Ottawa,K1H8K7
-83.02582,42.30344987,137284770,9000000001,Community Health Centre,Site,City Centre (CMHA) Community Health Centre,1400 Windsor Avenue,0,0,Windsor,N8X3L9
-76.37855273,45.02249156,137284771,9000000055,Community Health Centre,Site,Lanark Renfrew Health and Community Services,207 Robertson Drive,0,0,Lanark,K0G1K0
-80.25127685,43.54788843,137284772,9000000010,Community Health Centre,Site,Guelph Community Health Centre,176 Wyndham Street North,0,0,Guelph,N1H8N9
-82.41938501,49.41492434,137284773,9000000066,Community Health Centre,Site,Centre de santé communautaire de Kapuskasing,27 Kolb Avenue,0,0,Kapuskasing,P5N1G2
-79.74292038,43.49572854,137284774,9000000067,Community Health Centre,Site,Centre de santé Univi Health Centre,44 Christopher Road,0,0,Oakville,P0M2N0
-75.68340354,45.43409936,137284775,9000000056,Community Health Centre,Site,Ottawa Inner City Health Inc.,5 Myrand Avenue,0,0,Ottawa,K1N5N7
-78.97151339,42.90410417,137284776,9000000014,Community Health Centre,Site,Bridges Community Health Centre,1485 Garrison Road,0,0,Fort Erie,L2A1P8
-79.14200158,44.42687133,137284777,9000000041,Community Health Centre,Site,Brock Community Health Centre,720 Simcoe Street,Postal Office Box 279,0,Beaverton,L0K1A0
-79.07271774,43.1049815,137284778,9000000018,Community Health Centre,Site,Niagara Falls Community Health Centre Inc.,4790 Victoria Avenue,0,0,Niagara Falls,L2E2L4
-78.31649747,43.95644739,137284779,9000000044,Community Health Centre,Site,Community Health Centre of Northumberland,99 Toronto Road,0,0,Port Hope,L1A3S4
-79.22067825,43.80607312,137284780,9000000046,Community Health Centre,Site,TAIBU Community Health Centre,27 Tapscott Road,Unit 1,0,Toronto,M1B4Y7
-79.92851122,46.37015832,137284781,9000000070,Community Health Centre,Site,Nipissing West Community Health Centre,145 Main Street,Unit M100,0,West Nipissing,P2B1N8
-80.07588988,44.46854579,137284782,9000000065,Community Health Centre,Site,South Georgian Bay Community Health Centre,14 Ramblewood Drive,Unit 202,0,Wasaga Beach,L9Z0C4
-79.87133964,44.73461495,137284783,9000000064,Community Health Centre,Site,Centre de santé communautaire Chigamik Community Health Centre,845 King Street,Unit 10,0,Midland,L4R0B7
-79.53180675,43.83562281,137284784,9000000040,Community Health Centre,Site,Vaughan Community Health Centre Corporation,9401 Jane Street,Unit 206,0,Vaughan,L6A4H7
-80.75641637,43.12877553,137284785,9000000009,Community Health Centre,Site,Oxford County Community Health Centre,35 Metcalfe Street,0,0,Woodstock,N4S3E6
-79.7120768,43.72807748,137284786,9000000022,Community Health Centre,Site,Wellfort Community Health Services,40 Finchgate Boulevard,Suite 224,0,Brampton,L6T3J1
-74.72998798,45.02103903,137284787,9000000059,Community Health Centre,Site,Seaway Valley Community Health Centre,353 Pitt Street,0,0,Cornwall,K6J3R1
-77.39667949,44.15982226,137284788,9000000047,Community Health Centre,Site,Belleville Quinte West Community Health Centre,161 Bridge Street West,0,0,Belleville,K8P1K2
-80.25587592,43.13882755,137284789,9000000016,Community Health Centre,Site,Grand River Community Health Centre,363 Colborne Street,0,0,Brantford,N3S3N2
-79.23018339,43.16328251,137284790,9000000020,Community Health Centre,Site,Quest Community Health Centre,145 Queenston Street,Suite 100,0,St. Catharines,L2R2Z9
-81.19813428,42.77931495,137284791,9000000005,Community Health Centre,Site,Central Community Health Centre,359 Talbot Street,0,0,St. Thomas,N5P1B7
-82.18792825,42.39789073,137284792,9000000000,Community Health Centre,Site,Chatham-Kent Community Health Centres,150 Richmond Street,0,0,Chatham-Kent,N7M1N9
-83.03005811,42.30282687,137284793,9000000004,Community Health Centre,Site,Windsor Essex Community Health Centre,1361 Ouellette Avenue,Unit 101,0,Windsor,N8X1J6
-79.44494411,43.71953449,137284794,9000000037,Community Health Centre,Site,Unison Health and Community Services,12 Flemington Road,0,0,Toronto,M6A2N4
-80.64662555,44.31567474,137284795,9000000007,Community Health Centre,Site,Southeast Grey Community Health Centre,55 Victoria Street,Postal Office Box 360,0,Markdale,N0C1C0
-78.84479043,43.86928605,137284796,9000000043,Community Health Centre,Site,Carea Community Health Centre,115 Grassmere Avenue,0,0,Oshawa,L1H3X7
-79.4294698,43.64183288,137284797,9000000031,Community Health Centre,Site,Parkdale Queen West Community Health Centre,1229 Queen Street West,0,0,Toronto,M6K1L2
-79.39929509,43.70974739,137284798,9000000025,Community Health Centre,Site,Vibrant Healthcare Alliance,2398 Yonge Street,0,0,Toronto,M4P2H4
-81.33866063,48.47145737,137284799,9000000068,Community Health Centre,Site,Centre de santé communautaire de Timmins,120 Kent Street,0,0,Timmins,P4N7S4
-82.34127865,42.97647492,137284800,282,Community Support Service,SITE,The Social Service Bureau of Sarnia-Lambton Incorporated,1086 Modeland Road,0,0,Sarnia,N7S6L2
-79.43193184,44.07102146,137284801,308,Community Support Service,SITE,York Region Abuse Program,17705 Leslie Street,0,0,Newmarket,L3Y3E3
-79.40426579,43.64741488,137284802,314,Community Support Service,SITE,St. Christopher House,588 Queen Street West,0,0,Toronto,M6J1E3
-79.38868489,43.64940228,137284803,323,Community Support Service,SITE,Loft Community Services,205 Richmond Street West,Suite 301,0,Toronto,M5V1V3
-82.95461308,42.31287858,137284804,326,Community Support Service,SITE,Hospice of Windsor and Essex County Inc. (The),6038 Empress Street,0,0,Windsor,N8T1B5
-79.88864085,44.75004055,137284805,349,Community Support Service,SITE,Wendat Community Programs,237 Second Street,0,0,Midland,L4R4P4
-78.87895794,43.88944965,137284806,366,Community Support Service,SITE,Alzheimer Society of Durham Region,419 King Street West,Suite 207,0,Oshawa,L1J2K5
-79.40777439,43.67720559,137284807,374,Community Support Service,SITE,The Canadian Hearing Society,271 Spadina Road,0,0,Toronto,M5R2V3
-79.55183004,43.70532049,137284808,385,Community Support Service,SITE,Reconnect Community Health Services,2150 Islington Avenue,Suite 202,0,Toronto,M9P3V4
-94.48940129,49.76705014,137284809,401,Community Support Service,SITE,Kenora Chiefs Advisory Inc.,Kenora Market Square 100,Chipman Street,0,Kenora,P9N3X4
-89.26078266,48.38412446,137284810,406,Community Support Service,SITE,Wesway Incorporated,East Victoria Avenue,#210 - 1703,0,Thunder Bay,P7C1C8
-79.52008044,43.7652176,137284811,409,Community Support Service,SITE,Jane/Finch Community and Family Centre,4400 Jane Street,0,0,Toronto,M3N2K4
-79.34405247,43.66009199,137284812,430,Community Support Service,SITE,Woodgreen Community Services,835 Queen Street East,0,0,Toronto,M4M1H9
-79.44742051,43.71645159,137284813,460,Community Support Service,SITE,Cota Health,700 Lawrence Avenue West,Suite 362,0,Toronto,M6A3B4
-78.87895794,43.88944965,137284814,465,Community Support Service,SITE,Community Care Durham,419 King Street West,Suite 605,0,Oshawa,L1J2K5
-86.53449942,49.78100533,137284815,469,Community Support Service,SITE,North of Superior Community Mental Health Program Corporation,101 King Street,2nd Floor,0,Longlac,P0T2A0
-89.26215497,48.42096576,137284816,476,Community Support Service,SITE,Lakehead University - Cerah,955 Oliver Road,0,0,Thunder Bay,P7B5E1
-79.40317519,43.65643479,137284817,517,Community Support Service,SITE,St. Stephen's Community House,260 Augusta Avenue,0,0,Toronto,M5T2L9
-81.40974375,42.81936604,137284818,526,Community Support Service,SITE,Oneida Nation of the Thames,2212 Elm Avenue,R.R. 2,0,Southwold,N0L2G0
-80.99874388,46.49326128,137284819,562,Community Support Service,SITE,N'swakakmok Native Friendship Centre,110 Elm Street,0,0,Greater Sudbury,P3C1T5
-79.38546878,43.64452888,137284820,569,Community Support Service,SITE,Ontario Federation of Indian Friendship Centres,219 Front Street,0,0,Toronto,M5A1E8
-76.96698966,44.2401592,137284821,592,Community Support Service,SITE,Lennox and Addington County Gen Hospital,8 Richmond Park Drive,0,0,Napanee,K7R2Z4
-81.78930036,42.6835606,137284822,593,Community Support Service,SITE,Four Counties Health Services,1824 Concession Drive,R.R. 3,0,Newbury,N0L1Z0
-79.87510369,44.15553455,137284823,596,Community Support Service,SITE,Stevenson Memorial Hospital Alliston,200 Fletcher Crescent,Postal Office Box 4000,0,New Tecumseth,L9R1W7
-76.35303016,45.44130283,137284824,599,Community Support Service,SITE,Arnprior & District Memorial Hospital(THE),350 John Street North,0,0,Arnprior,K7S2P6
-82.92388707,46.18745143,137284825,611,Community Support Service,SITE,North Shore Health Network,525 Causley Street,0,0,Blind River,P0R1B0
-79.50797923,43.68970299,137284826,613,Community Support Service,SITE,West Park Healthcare Centre,82 Buttonwood Avenue,0,0,Toronto,M6M2J5
-75.68363746,44.59564111,137284827,619,Community Support Service,SITE,Brockville General Hospital,75 Emma Street,0,0,Brockville,K6V1S8
-77.79004673,44.31248837,137284828,624,Community Support Service,SITE,Campbellford Memorial Hospital,146 Oliver Road,0,0,Campbellford,K0L1L0
-83.41481713,47.84038315,137284829,627,Community Support Service,SITE,Services De Santé De Chapleau Health Services,2 Broomhead Road,Postal Office Box 757,0,Chapleau,P0M1K0
-79.36320519,43.76957851,137284830,632,Community Support Service,SITE,North York General Hospital,4001 Leslie Street,0,0,Toronto,M2K1E1
-80.20249962,44.49830249,137284831,640,Community Support Service,SITE,Collingwood General and Marine Hospital,459 Hume Street,0,0,Collingwood,L9Y1W9
-75.72980265,45.38854715,137284832,651,Community Support Service,SITE,Royal Ottawa Health Care Group,1145 Carling Avenue,0,0,Ottawa,K1Z7K4
-86.95472165,49.7226912,137284833,662,Community Support Service,SITE,Geraldton District Hospital,500 Hogarth Avenue West,0,0,Geraldton,P0T1M0
-80.27255146,43.55021113,137284834,666,Community Support Service,SITE,"St Joseph's Health Centre, Guelph",80 Westmount Road,0,0,Guelph,N1H5H8
-79.8713043,43.24857539,137284835,674,Community Support Service,SITE,St Joseph's Health Care System-Hamilton,50 Charlton Avenue East,0,0,Hamilton,L8N4A6
-80.01468335,48.15345549,137284836,696,Community Support Service,SITE,Kirkland and District Hospital,145 Government Road East,Service 3000,0,Kirkland Lake,P2N3P4
-79.45081183,43.87045412,137284837,701,Community Support Service,SITE,Mackenzie Health,10 Trench Street,0,0,Richmond Hill,L4C4Z3
-78.75136484,44.35179774,137284838,707,Community Support Service,SITE,Ross Memorial Hospital,10 Angeline Street North,0,0,Kawartha Lakes,K9V4M8
-81.25503632,43.00126838,137284839,714,Community Support Service,SITE,ST.JOSEPH'S Health Care London,268 Grosvenor Street,0,0,London,N6A4V2
-79.80267739,43.31703371,137284840,718,Community Support Service,SITE,Joseph Brant Hospital,1230 Northshore Boulevard,0,0,Burlington,L7R4C4
-85.83101979,49.12442769,137284841,719,Community Support Service,SITE,Sante Manitouwadge Health,Manitou Road,0,0,Manitouwadge,P0T2C0
